1,45,7,14,0
6,95,6,10,0
8,14,3,1,1
3,95,6,17,0
8,1,6,3,1
20,10,13,4,1
5,28,6,48,0
58,13,4,1,1
3,44,3,44,0
3,14,5,10,0
1,100,6,26,0
7,16,12,1,1
36,9,13,8,1
22,16,7,10,1
38,9,11,1,1
3,54,6,17,0
26,15,12,10,1
12,15,13,9,1
5,69,1,24,0
4,100,3,30,0
15,14,5,0,1
4,37,6,24,0
53,19,17,7,1
5,44,3,47,0
6,85,1,42,0
32,14,15,2,1
5,10,15,6,1
25,4,11,7,1
19,10,14,6,1
14,18,18,6,1
4,45,1,35,0
5,51,1,47,0
4,93,4,36,0
6,96,4,16,0
6,84,1,17,0
5,17,3,31,0
59,5,6,0,1
43,13,16,2,1
6,64,7,18,0
17,10,15,5,1
59,11,3,0,1
28,11,14,10,1
3,67,7,37,0
52,0,4,8,1
30,20,3,2,1
3,46,3,47,0
47,1,17,3,1
2,26,4,26,0
4,82,6,17,0
60,4,11,9,1
5,82,6,28,0
11,5,9,0,1
5,31,2,26,0
58,14,13,3,1
2,61,1,49,0
2,88,1,38,0
7,86,7,29,0
4,12,13,5,1
3,80,2,34,0
58,9,13,8,1
49,11,9,7,1
37,10,17,2,1
6,63,1,14,0
1,30,1,24,0
56,16,10,2,1
32,10,15,3,1
54,4,5,4,1
23,3,4,6,1
11,16,13,8,1
35,0,18,9,1
30,14,15,10,1
2,22,1,36,0
35,20,13,0,1
3,87,2,33,0
11,19,5,1,1
1,62,2,16,0
24,10,14,5,1
57,1,15,0,1
51,12,12,4,1
48,6,5,4,1
36,6,14,10,1
1,86,3,35,0
7,47,2,20,0
51,17,7,6,1
30,20,10,10,1
6,34,6,25,0
2,23,1,41,0
52,19,8,4,1
10,10,5,9,1
5,95,1,38,0
58,5,9,5,1
7,23,4,28,0
6,22,6,33,0
7,91,7,27,0
5,65,7,12,0
7,85,2,27,0
36,20,11,8,1
1,92,6,14,0
6,11,7,13,0
43,19,10,10,1
13,18,4,1,1
5,20,14,2,1
5,43,3,49,0
4,75,5,42,0
30,6,12,8,1
1,77,1,29,0
4,56,3,46,0
4,56,3,16,0
5,11,1,20,0
4,68,5,26,0
35,18,11,6,1
18,9,16,10,1
21,17,14,4,1
18,0,6,7,1
2,100,6,49,0
18,19,19,6,1
28,17,14,2,1
47,18,8,2,1
22,11,15,3,1
3,60,1,20,0
2,38,7,44,0
4,21,1,35,0
6,55,4,48,0
1,88,3,35,0
7,5,5,2,1
7,82,2,34,0
1,62,6,48,0
11,20,8,1,1
1,30,1,18,0
3,47,7,35,0
27,1,11,5,1
34,12,16,9,1
47,12,12,6,1
57,11,15,2,1
2,90,3,10,0
4,68,2,45,0
28,19,7,0,1
6,20,12,4,1
16,1,13,10,1
30,6,4,1,1
4,4,14,9,1
45,13,5,8,1
7,16,4,16,0
38,9,7,4,1
2,86,6,16,0
35,4,15,5,1
15,3,7,10,1
4,18,8,0,1
4,26,4,41,0
26,3,19,10,1
28,1,9,3,1
1,48,2,48,0
10,3,15,2,1
38,15,11,5,1
9,18,4,5,1
17,10,17,8,1
19,2,14,5,1
6,42,4,45,0
47,3,16,9,1
5,57,1,11,0
4,20,1,34,0
43,5,10,7,1
3,36,2,30,0
36,15,20,2,1
3,90,5,45,0
12,5,18,8,1
35,2,6,10,1
37,4,5,2,1
3,16,5,37,0
4,30,5,49,0
3,18,2,22,0
5,22,2,40,0
5,98,1,37,0
3,56,7,16,0
2,90,6,48,0
1,49,3,21,0
1,90,4,19,0
58,2,4,7,1
4,28,6,14,0
6,92,3,18,0
3,100,2,49,0
3,25,2,43,0
6,67,2,37,0
5,35,5,14,0
1,58,1,26,0
41,16,9,0,1
5,25,2,33,0
38,16,17,8,1
2,74,4,15,0
52,18,6,7,1
32,16,13,10,1
2,73,1,10,0
5,83,4,21,0
17,0,6,5,1
7,56,3,26,0
1,89,3,18,0
2,61,6,15,0
3,26,1,14,0
34,6,16,3,1
5,10,14,0,1
16,11,14,2,1
29,6,19,0,1
15,19,4,5,1
7,10,6,12,0
2,67,6,43,0
5,6,13,5,1
36,9,3,10,1
8,16,4,7,1
33,1,17,3,1
23,19,6,2,1
2,27,7,10,0
3,69,7,49,0
5,29,6,46,0
50,10,10,4,1
7,38,4,26,0
56,6,6,5,1
38,14,15,8,1
3,41,5,40,0
2,36,3,13,0
6,29,3,11,0
16,1,9,4,1
1,20,6,37,0
2,75,3,33,0
26,20,13,7,1
3,14,7,16,0
56,15,14,1,1
7,5,13,10,1
4,29,5,14,0
58,19,17,4,1
12,20,9,0,1
40,18,17,9,1
47,19,3,9,1
4,57,6,43,0
42,4,15,3,1
56,11,9,6,1
20,0,4,0,1
6,10,4,13,0
42,11,19,0,1
25,0,12,5,1
49,1,9,9,1
59,9,4,8,1
3,0,16,8,1
5,60,1,29,0
2,23,5,50,0
30,10,8,2,1
7,12,11,4,1
1,95,6,28,0
49,6,14,8,1
42,8,4,7,1
1,52,6,26,0
4,23,4,46,0
24,9,16,1,1
41,20,8,7,1
10,16,4,5,1
2,28,2,48,0
4,24,5,22,0
4,73,3,35,0
7,72,3,30,0
9,16,19,4,1
2,47,1,37,0
48,11,14,5,1
1,65,4,23,0
3,97,5,18,0
12,12,7,9,1
1,30,1,12,0
6,16,2,27,0
37,7,3,3,1
46,20,10,6,1
60,7,5,3,1
2,14,4,31,0
60,8,8,6,1
45,8,4,8,1
1,30,4,43,0
16,8,6,10,1
52,11,16,10,1
3,62,7,20,0
39,9,17,10,1
5,40,3,42,0
2,76,5,38,0
4,78,7,43,0
2,75,4,17,0
4,39,1,28,0
7,26,5,49,0
2,23,5,42,0
26,9,4,9,1
41,0,16,5,1
6,62,5,39,0
3,66,3,30,0
14,11,10,4,1
3,18,6,23,0
57,19,3,6,1
25,19,12,3,1
6,40,5,47,0
6,28,1,37,0
54,18,20,8,1
4,82,4,17,0
36,17,11,9,1
13,17,17,2,1
2,37,3,22,0
15,0,14,8,1
13,6,19,3,1
5,42,4,21,0
53,1,16,6,1
13,16,18,10,1
3,67,4,28,0
7,26,5,44,0
15,10,4,5,1
32,11,17,5,1
2,55,2,11,0
33,11,10,9,1
33,13,16,4,1
19,6,20,1,1
1,40,2,20,0
5,58,6,26,0
3,35,4,11,0
7,62,7,32,0
7,85,6,38,0
7,40,7,47,0
5,78,7,24,0
4,18,7,30,0
4,9,15,2,1
6,80,7,33,0
5,54,6,37,0
4,37,2,11,0
9,13,11,6,1
35,15,17,5,1
4,77,3,33,0
40,17,14,9,1
3,19,20,8,1
2,25,6,48,0
47,8,6,3,1
18,2,8,9,1
5,26,1,23,0
4,69,6,49,0
56,15,8,1,1
6,37,3,49,0
1,88,2,42,0
2,21,6,42,0
42,1,7,1,1
6,12,6,38,0
4,14,6,27,0
4,19,20,3,1
43,15,5,9,1
18,5,18,9,1
4,9,12,1,1
34,2,8,2,1
21,13,17,4,1
5,59,3,42,0
12,4,11,6,1
17,7,4,0,1
5,85,1,13,0
1,19,5,41,0
44,10,20,6,1
5,14,8,9,1
60,3,4,3,1
6,95,2,17,0
6,95,1,10,0
16,12,6,1,1
4,14,16,6,1
52,18,13,0,1
22,17,11,6,1
7,55,2,29,0
17,14,7,0,1
6,17,6,24,0
47,14,17,3,1
7,52,4,16,0
6,82,7,10,0
6,57,5,25,0
9,1,12,9,1
24,19,14,0,1
6,66,7,12,0
20,19,8,8,1
30,13,5,1,1
2,46,5,41,0
6,24,7,46,0
1,77,5,28,0
60,17,8,4,1
4,5,10,8,1
4,38,5,29,0
51,2,16,8,1
18,3,13,4,1
35,8,8,1,1
2,44,7,30,0
5,5,4,4,1
52,20,4,7,1
3,93,6,19,0
23,3,16,4,1
1,56,4,36,0
1,36,7,13,0
24,19,6,5,1
3,18,4,39,0
1,25,4,15,0
48,0,17,9,1
7,13,2,32,0
3,75,2,43,0
45,8,6,4,1
6,21,4,50,0
4,96,1,13,0
1,17,5,23,0
34,15,14,10,1
1,86,4,15,0
45,4,6,0,1
28,7,9,8,1
44,11,13,8,1
26,9,14,7,1
37,18,19,1,1
2,28,1,22,0
7,99,5,12,0
17,0,15,6,1
2,62,5,24,0
23,6,9,3,1
6,56,6,16,0
18,8,13,2,1
26,13,9,6,1
40,0,7,6,1
12,14,9,0,1
7,65,3,14,0
1,43,1,47,0
27,18,6,1,1
56,0,7,10,1
44,3,11,5,1
45,12,18,1,1
4,13,16,10,1
21,6,17,5,1
20,3,13,8,1
6,85,4,32,0
1,24,5,43,0
6,44,7,21,0
33,0,8,6,1
3,10,1,14,0
4,92,3,18,0
3,15,5,47,0
6,36,1,19,0
5,30,4,43,0
3,20,18,7,1
46,10,16,0,1
32,14,10,0,1
34,8,13,3,1
44,6,20,10,1
6,23,5,46,0
49,20,15,7,1
6,78,7,44,0
1,67,7,33,0
3,34,7,32,0
1,38,6,43,0
6,10,2,45,0
34,3,16,7,1
5,62,6,17,0
33,12,4,5,1
1,45,4,16,0
55,0,18,10,1
14,15,16,3,1
3,14,6,9,1
5,27,6,45,0
7,9,16,7,1
46,0,11,9,1
31,15,6,7,1
59,2,7,7,1
4,12,1,41,0
5,26,2,20,0
4,46,3,21,0
4,22,2,24,0
1,32,3,36,0
6,89,2,30,0
7,84,4,44,0
49,0,18,2,1
7,67,7,33,0
60,11,6,2,1
4,18,20,1,1
3,89,3,18,0
2,91,5,50,0
2,93,5,25,0
3,35,2,33,0
2,63,6,10,0
44,13,15,7,1
6,71,5,42,0
4,34,3,28,0
20,10,6,5,1
38,9,15,2,1
13,19,18,7,1
6,37,6,20,0
44,3,12,4,1
16,19,12,2,1
35,10,4,8,1
55,2,6,7,1
2,57,3,41,0
3,10,9,0,1
22,18,12,2,1
3,31,7,11,0
4,62,3,30,0
5,23,4,12,0
38,10,7,6,1
6,56,3,44,0
2,74,5,45,0
6,72,1,16,0
7,85,5,14,0
52,20,20,1,1
5,18,6,50,0
6,42,5,47,0
35,11,3,6,1
54,3,15,10,1
53,7,19,1,1
4,32,7,21,0
1,30,6,40,0
51,8,12,7,1
55,12,7,0,1
27,12,10,3,1
6,81,7,39,0
6,69,4,35,0
6,48,6,41,0
2,41,6,18,0
4,15,3,13,0
3,50,1,11,0
7,67,7,21,0
24,15,20,7,1
56,20,4,10,1
6,80,2,46,0
7,76,4,13,0
50,4,16,7,1
53,4,11,3,1
5,16,18,10,1
5,17,2,17,0
5,23,5,47,0
22,15,5,2,1
7,82,7,42,0
32,19,15,8,1
2,76,5,29,0
59,7,12,2,1
1,89,3,16,0
5,11,7,2,1
10,1,13,3,1
2,31,1,23,0
42,11,8,0,1
14,13,4,8,1
4,16,5,12,0
19,3,19,2,1
3,25,4,43,0
8,15,15,0,1
2,91,3,17,0
2,14,5,20,0
5,87,6,19,0
4,100,3,18,0
1,84,4,14,0
5,95,3,33,0
34,1,19,2,1
7,76,2,48,0
45,16,8,3,1
1,47,5,25,0
4,23,3,19,0
1,51,2,45,0
1,69,6,39,0
5,53,2,16,0
49,9,19,4,1
34,1,12,0,1
6,73,3,36,0
3,53,4,38,0
3,23,7,22,0
36,5,12,7,1
13,15,5,10,1
4,74,3,10,0
36,9,14,9,1
4,85,2,34,0
27,18,20,5,1
50,4,17,1,1
6,74,6,37,0
56,7,11,8,1
56,1,14,7,1
1,84,7,23,0
3,20,4,26,0
2,63,7,36,0
33,1,8,10,1
37,4,4,8,1
10,10,4,8,1
2,92,7,37,0
6,21,2,20,0
5,13,3,50,0
4,49,6,40,0
55,8,6,10,1
2,95,2,29,0
7,46,6,42,0
1,44,6,48,0
34,7,16,6,1
4,76,7,46,0
2,35,7,42,0
1,83,2,49,0
48,10,17,1,1
28,4,4,0,1
23,2,5,7,1
5,96,7,12,0
6,25,4,11,0
25,5,10,1,1
16,13,18,9,1
54,3,9,7,1
7,99,4,27,0
53,6,8,10,1
6,40,4,18,0
11,3,4,1,1
37,0,3,0,1
26,3,14,0,1
2,100,1,40,0
42,9,7,10,1
4,93,6,17,0
17,13,3,8,1
7,47,3,45,0
4,28,3,12,0
2,75,4,36,0
3,28,4,28,0
9,13,4,8,1
1,87,5,47,0
28,12,16,8,1
1,63,6,32,0
6,34,5,45,0
4,98,4,31,0
37,12,17,3,1
31,14,7,10,1
3,22,3,20,0
6,27,3,22,0
25,3,3,9,1
2,74,7,45,0
6,32,5,26,0
13,3,4,4,1
6,4,4,1,1
37,7,11,5,1
2,34,6,35,0
4,69,1,40,0
5,54,3,25,0
3,14,6,18,0
1,39,2,46,0
3,60,1,10,0
2,100,1,32,0
7,54,5,45,0
4,69,7,33,0
3,91,1,42,0
50,6,4,9,1
25,9,12,7,1
1,56,7,19,0
1,34,5,35,0
1,37,3,46,0
27,18,20,2,1
57,4,7,2,1
20,0,15,2,1
7,97,4,28,0
6,11,4,22,0
11,17,13,2,1
4,73,5,12,0
5,88,2,42,0
19,3,5,7,1
6,25,6,17,0
4,16,5,23,0
6,66,3,17,0
4,31,3,40,0
52,19,20,9,1
4,12,5,27,0
6,48,1,31,0
23,2,16,7,1
3,88,4,27,0
43,5,11,3,1
6,88,1,43,0
4,93,3,32,0
4,39,3,45,0
17,13,6,7,1
3,51,7,15,0
3,64,1,36,0
3,99,6,41,0
14,6,18,0,1
6,85,1,26,0
7,47,5,31,0
5,55,1,30,0
2,91,3,38,0
5,61,1,16,0
6,24,6,34,0
4,55,1,43,0
7,58,4,26,0
3,94,7,16,0
15,18,14,4,1
27,0,14,10,1
1,53,6,29,0
4,33,4,11,0
7,93,6,35,0
1,80,1,28,0
5,45,5,24,0
2,41,7,31,0
4,87,5,15,0
45,10,17,5,1
3,90,4,34,0
27,1,8,4,1
4,53,2,42,0
2,85,2,34,0
48,5,18,3,1
45,20,16,3,1
2,93,2,17,0
12,15,6,2,1
5,15,2,16,0
2,46,2,41,0
6,69,2,36,0
6,5,3,10,1
5,69,4,39,0
2,16,6,37,0
5,71,3,17,0
1,12,4,45,0
1,94,4,24,0
46,9,11,3,1
7,59,2,24,0
6,73,5,16,0
5,71,3,10,0
45,1,15,2,1
14,11,8,3,1
6,43,1,40,0
7,18,6,22,0
5,32,6,42,0
31,19,11,2,1
6,32,3,33,0
31,0,9,8,1
4,60,3,34,0
2,80,7,28,0
53,3,17,1,1
1,65,5,36,0
1,27,6,21,0
43,5,7,3,1
43,10,9,6,1
4,46,7,30,0
42,12,17,5,1
52,13,16,0,1
6,81,6,38,0
54,2,7,7,1
6,63,4,18,0
51,9,12,0,1
55,9,7,0,1
32,20,6,4,1
7,77,2,11,0
40,11,16,7,1
6,9,12,7,1
6,87,4,38,0
5,57,7,10,0
5,43,7,29,0
4,26,4,36,0
2,49,4,36,0
25,12,14,8,1
1,52,6,40,0
29,13,18,8,1
12,16,19,9,1
7,31,1,17,0
58,6,5,0,1
32,13,8,10,1
45,11,14,5,1
2,73,3,23,0
10,15,3,2,1
57,16,4,4,1
6,12,7,22,0
6,31,1,45,0
4,97,6,17,0
1,98,3,44,0
1,51,2,44,0
42,9,12,7,1
3,71,5,30,0
39,14,9,8,1
7,30,4,40,0
5,28,3,15,0
3,65,4,37,0
7,12,20,8,1
6,58,1,48,0
21,7,17,5,1
27,14,18,10,1
12,4,9,8,1
1,17,7,36,0
38,15,18,1,1
2,55,4,11,0
2,89,6,32,0
48,8,8,4,1
26,13,10,8,1
56,7,20,8,1
7,96,4,42,0
58,16,19,3,1
38,9,10,6,1
34,7,7,7,1
1,56,3,10,0
6,95,6,47,0
7,51,6,33,0
26,15,16,10,1
3,49,2,48,0
34,4,10,2,1
18,16,19,9,1
32,17,6,10,1
46,5,18,7,1
57,0,6,9,1
1,68,7,32,0
3,79,1,48,0
5,12,14,0,1
7,32,6,40,0
2,79,4,29,0
4,94,3,50,0
38,16,14,4,1
7,9,6,0,1
7,16,1,10,0
2,59,5,21,0
4,89,2,23,0
40,4,3,10,1
6,16,11,7,1
7,96,6,22,0
7,78,3,39,0
5,46,1,34,0
5,89,2,30,0
5,95,4,12,0
16,6,15,0,1
1,77,2,48,0
7,96,5,40,0
11,4,15,1,1
6,96,7,15,0
32,10,18,5,1
2,74,6,47,0
9,15,6,10,1
3,14,7,21,0
57,5,15,4,1
4,19,11,10,1
4,14,4,37,0
38,7,3,4,1
7,26,3,28,0
7,28,3,36,0
4,54,4,48,0
13,13,6,4,1
7,84,2,11,0
3,33,1,40,0
4,3,7,7,1
14,3,4,1,1
2,22,2,41,0
3,78,6,18,0
5,91,6,25,0
24,20,3,8,1
5,79,6,30,0
6,61,7,44,0
36,6,20,10,1
40,6,19,8,1
59,14,18,10,1
7,29,5,20,0
6,99,3,34,0
5,65,6,35,0
43,11,4,1,1
5,34,1,30,0
24,13,8,10,1
10,16,7,7,1
35,17,13,3,1
35,12,18,0,1
53,19,3,1,1
